#x_He	T[K]	v[A^3/atom]	p[Mbar]]	u[eV/atom]
1	2000	2.85714	2.15554	1.90686
1	2000	2.5	3.05301	2.52338
1	2000	2	5.1204	3.64491
0	3000	5	0.268152	-2.90221
0	3000	2.53156	1.02518	-2.11276
0	3000	1.54758	3.00055	-1.17113
0	3000	1.23708	4.99706	-0.512993
0	3000	1.06383	6.99227	0.0595871
0	3000	0.948572	8.99198	0.578904
0	3000	0.666667	19.0661	2.7282
0.03125	3000	5.07937	0.265384	-2.85121
0.03125	3000	2.55754	1.05967	-2.08507
0.03125	3000	1.56746	3.0044	-1.10005
0.03125	3000	1.25184	4.9971	-0.427557
0.03125	3000	1.07636	6.99171	0.153264
0.03125	3000	0.959646	8.98576	0.677883
0.03125	3000	0.677249	18.8819	2.82248
0.0625	3000	5.16129	0.263637	-2.80686
0.0625	3000	2.70135	0.991242	-2.11375
0.0625	3000	1.58762	3.00685	-1.02558
0.0625	3000	1.26794	4.99144	-0.343785
0.0625	3000	1.08991	6.97911	0.244393
0.0625	3000	0.971237	8.97653	0.780514
0.0625	3000	0.688172	18.6962	2.91693
0.09375	3000	5.2459	0.259566	-2.75483
0.09375	3000	2.72544	1.00839	-2.06844
0.09375	3000	1.60871	3.00689	-0.952341
0.09375	3000	1.28328	4.99352	-0.256299
0.09375	3000	1.10276	6.98689	0.339677
0.09375	3000	0.982585	8.99179	0.884366
0.09375	3000	0.699454	18.5143	3.0133
0.125	3000	5.33333	0.252727	-2.68942
0.125	3000	2.72435	1.04667	-2.005
0.125	3000	1.63138	3.00287	-0.881974
0.125	3000	1.29886	5.00059	-0.170813
0.125	3000	1.11596	6.99375	0.438955
0.125	3000	0.994598	8.984	0.984985
0.125	3000	0.711111	18.3321	3.10538
0.15625	3000	5.42373	0.251665	-2.63017
0.15625	3000	2.74466	1.05608	-1.9293
0.15625	3000	1.65371	3.00138	-0.810871
0.15625	3000	1.3157	4.99909	-0.0837266
0.15625	3000	1.12993	6.98872	0.534395
0.15625	3000	1.0067	8.98915	1.09385
0.15625	3000	0.723164	18.1434	3.20245
0.1875	3000	5.51724	0.248116	-2.56978
0.1875	3000	2.80929	1.04239	-1.89285
0.1875	3000	1.67535	3.00974	-0.730859
0.1875	3000	1.33244	5.00469	0.00534746
0.1875	3000	1.14462	6.98447	0.632093
0.1875	3000	1.01983	8.97882	1.19412
0.1875	3000	0.735632	17.9678	3.307
0.21875	3000	5.61404	0.24549	-2.50739
0.21875	3000	2.80305	1.06806	-1.8009
0.21875	3000	1.70071	3.00308	-0.655096
0.21875	3000	1.35049	5.00017	0.0899245
0.21875	3000	1.1592	6.98859	0.727562
0.21875	3000	1.03262	8.97872	1.30343
0.21875	3000	0.748538	17.7811	3.40124
0.25	3000	5.71429	0.234692	-2.42963
0.25	3000	2.90907	1.02297	-1.77155
0.25	3000	1.72499	3.00843	-0.580985
0.25	3000	1.36834	5.00608	0.19108
0.25	3000	1.17451	6.98832	0.83422
0.25	3000	1.04633	8.97788	1.40788
0.25	3000	0.761905	17.6034	3.5011
0.28125	3000	5.81818	0.234294	-2.37529
0.28125	3000	2.95687	1.00909	-1.70984
0.28125	3000	1.7469	3.01577	-0.498721
0.28125	3000	1.38675	5.01011	0.285665
0.28125	3000	1.19083	6.98437	0.934976
0.28125	3000	1.06063	8.97677	1.53454
0.28125	3000	0.775758	17.4258	3.60754
0.3125	3000	5.92593	0.236429	-2.30718
0.3125	3000	2.98639	1.01889	-1.6283
0.3125	3000	1.77545	3.01299	-0.415106
0.3125	3000	1.4068	5.00464	0.373676
0.3125	3000	1.20688	6.98875	1.046
0.3125	3000	1.07478	8.97714	1.63738
0.3125	3000	0.790123	17.2394	3.70645
0.34375	3000	6.03774	0.225918	-2.23447
0.34375	3000	3.12147	0.949359	-1.60091
0.34375	3000	1.80208	3.00506	-0.338237
0.34375	3000	1.4282	4.99022	0.468431
0.34375	3000	1.22446	6.98341	1.15128
0.34375	3000	1.08976	8.97974	1.76414
0.34375	3000	0.805031	17.0578	3.81918
0.375	3000	6.15385	0.221988	-2.16934
0.375	3000	3.1335	0.971449	-1.51013
0.375	3000	1.83042	3.01645	-0.254386
0.375	3000	1.44828	5.00303	0.574746
0.375	3000	1.24149	6.98427	1.26003
0.375	3000	1.10518	8.97778	1.87763
0.375	3000	0.820513	16.8878	3.93232
0.40625	3000	6.27451	0.216344	-2.07649
0.40625	3000	3.13547	0.994973	-1.40039
0.40625	3000	1.85996	3.01455	-0.170149
0.40625	3000	1.47071	4.99373	0.670072
0.40625	3000	1.25995	6.97876	1.38156
0.40625	3000	1.12112	8.97803	2.00371
0.40625	3000	0.836601	16.7127	4.03251
0.4375	3000	6.4	0.208695	-1.99345
0.4375	3000	3.14208	1.02025	-1.29608
0.4375	3000	1.89179	3.01322	-0.0873411
0.4375	3000	1.49265	4.99248	0.777136
0.4375	3000	1.27792	6.99559	1.49672
0.4375	3000	1.13727	8.98033	2.13155
0.4375	3000	0.853333	16.5227	4.1537
0.46875	3000	6.53061	0.210208	-1.91237
0.46875	3000	3.27476	0.95465	-1.25398
0.46875	3000	1.92127	3.00964	-0.00328975
0.46875	3000	1.51581	4.99607	0.888007
0.46875	3000	1.29726	6.98752	1.6173
0.46875	3000	1.15423	8.98384	2.26093
0.46875	3000	0.870748	16.3416	4.26443
0.5	3000	6.66667	0.209449	-1.82821
0.5	3000	3.30542	0.965487	-1.14611
0.5	3000	1.95336	3.01325	0.101982
0.5	3000	1.54049	4.99092	0.996196
0.5	3000	1.31782	6.97985	1.7383
0.5	3000	1.17215	8.96901	2.39113
0.5	3000	0.888889	16.1345	4.37249
0.53125	3000	6.80851	0.197707	-1.73769
0.53125	3000	3.41796	0.921562	-1.08167
0.53125	3000	1.98555	3.0159	0.199973
0.53125	3000	1.56748	4.97651	1.11292
0.53125	3000	1.34001	6.97378	1.8616
0.53125	3000	1.19124	8.96842	2.52983
0.53125	3000	0.907801	15.9644	4.50923
0.5625	3000	6.95652	0.201657	-1.64191
0.5625	3000	3.3768	0.97106	-0.929367
0.5625	3000	2.01796	3.00922	0.305094
0.5625	3000	1.59093	4.99257	1.22573
0.5625	3000	1.36065	6.99195	2.00637
0.5625	3000	1.21012	8.97779	2.67755
0.5625	3000	0.927536	15.7761	4.62488
0.59375	3000	7.11111	0.195987	-1.54635
0.59375	3000	3.41158	0.983477	-0.817024
0.59375	3000	2.05599	2.9847	0.409366
0.59375	3000	1.61935	4.97889	1.3477
0.59375	3000	1.38301	6.96934	2.12789
0.59375	3000	1.22916	9.00095	2.84274
0.59375	3000	0.948148	15.6055	4.76315
0.625	3000	7.27273	0.191662	-1.43475
0.625	3000	3.4272	1.00526	-0.685411
0.625	3000	2.091	2.98236	0.531385
0.625	3000	1.6472	4.98686	1.48139
0.625	3000	1.40674	6.97598	2.27151
0.625	3000	1.25019	8.97513	2.97623
0.625	3000	0.969697	15.4199	4.913
0.65625	3000	7.44186	0.182794	-1.32404
0.65625	3000	3.65742	0.901975	-0.645004
0.65625	3000	2.1261	2.9727	0.66109
0.65625	3000	1.67856	4.96209	1.60673
0.65625	3000	1.43416	6.94454	2.40606
0.65625	3000	1.27416	8.96253	3.13934
0.65625	3000	0.992248	15.253	5.05363
0.6875	3000	7.61905	0.183788	-1.19759
0.6875	3000	3.55895	0.987934	-0.449343
0.6875	3000	2.15796	2.98304	0.804834
0.6875	3000	1.70488	4.98372	1.76027
0.6875	3000	1.45789	6.97299	2.58114
0.6875	3000	1.29607	8.9587	3.29761
0.6875	3000	1.01587	15.0484	5.19137
0.71875	3000	7.80488	0.178445	-1.07882
0.71875	3000	3.59768	0.995684	-0.313918
0.71875	3000	2.19268	2.9889	0.946858
0.71875	3000	1.73629	4.97374	1.91587
0.71875	3000	1.48495	6.962	2.73538
0.71875	3000	1.31958	8.95172	3.46765
0.71875	3000	1.04065	14.8582	5.34412
0.75	3000	8	0.167941	-0.941779
0.75	3000	3.6337	0.996982	-0.164699
0.75	3000	2.23224	2.9843	1.10116
0.75	3000	1.76653	4.96097	2.06804
0.75	3000	1.51143	6.95738	2.90875
0.75	3000	1.34405	8.96331	3.66186
0.75	3000	1.06667	14.6461	5.48822
0.78125	3000	8.20513	0.163492	-0.826052
0.78125	3000	3.65503	1.02309	0.000828566
0.78125	3000	2.2681	2.99206	1.26446
0.78125	3000	1.79809	4.97743	2.25556
0.78125	3000	1.5397	6.96947	3.10085
0.78125	3000	1.36969	8.95816	3.85378
0.78125	3000	1.09402	14.4915	5.6734
0.8125	3000	8.42105	0.159175	-0.676046
0.8125	3000	3.88421	0.923242	0.0676033
0.8125	3000	2.30695	2.98701	1.42557
0.8125	3000	1.8316	4.96806	2.42397
0.8125	3000	1.56928	6.96412	3.28897
0.8125	3000	1.39615	8.95842	4.05863
0.8125	3000	1.12281	14.2944	5.83858
0.84375	3000	8.64865	0.141187	-0.528883
0.84375	3000	3.66789	1.09364	0.367775
0.84375	3000	2.34884	2.98965	1.60588
0.84375	3000	1.86185	5.00021	2.6397
0.84375	3000	1.59668	7.00106	3.511
0.84375	3000	1.42253	8.99016	4.29315
0.84375	3000	1.15315	14.1038	6.03405
0.875	3000	8.88889	0.157239	-0.364664
0.875	3000	3.86956	1.00889	0.472934
0.875	3000	2.39213	2.98793	1.78876
0.875	3000	1.89958	4.98595	2.83159
0.875	3000	1.62918	6.98311	3.717
0.875	3000	1.45139	8.98731	4.52027
0.875	3000	1.18519	13.919	6.23845
0.90625	3000	9.14286	0.150458	-0.202471
0.90625	3000	4.03174	0.949132	0.606181
0.90625	3000	2.43707	2.97835	1.99108
0.90625	3000	1.93805	4.97936	3.04089
0.90625	3000	1.66235	6.98214	3.94638
0.90625	3000	1.48054	8.99605	4.76065
0.90625	3000	1.21905	13.7209	6.44858
0.9375	3000	9.41176	0.148237	-0.0163082
0.9375	3000	3.93897	1.04333	0.872474
0.9375	3000	2.48574	2.97728	2.19665
0.9375	3000	1.97477	4.9906	3.27056
0.9375	3000	1.69397	7.00784	4.19656
0.9375	3000	1.50942	9.03802	5.0367
0.9375	3000	1.2549	13.5301	6.67007
0.96875	3000	9.69697	0.140721	0.168722
0.96875	3000	4.84848	0.676187	0.760605
0.96875	3000	3.23232	1.71882	1.6029
0.96875	3000	2.77056	2.43408	2.08277
0.96875	3000	2.42424	3.30351	2.60871
0.96875	3000	1.93939	5.42944	3.71824
0.96875	3000	1.61616	8.15785	4.94238
0.96875	3000	1.29293	13.3019	6.88724
1	3000	10	0.139798	0.369952
1	3000	4.17694	0.995547	1.25815
1	3000	2.58777	2.97773	2.65191
1	3000	2.05697	5.00598	3.76843
1	3000	1.76465	6.95003	4.63399
1	3000	1.57252	9.09889	5.61154
1	3000	1.33333	13.0818	7.12448
0	4000	5	0.292359	-2.69238
0	4000	4.22589	0.412765	-2.57047
0	4000	2.56842	1.02105	-1.89814
0	4000	1.84375	2.11473	-1.36828
0	4000	1.82813	2.1576	-1.34844
0	4000	1.375	4.09548	-0.663229
0	4000	1.35938	4.20605	-0.622983
0	4000	1.3125	4.54309	-0.519924
0	4000	1.25	5.06273	-0.359972
0	4000	1.1875	5.66795	-0.179959
0	4000	1.125	6.384	0.0231939
0	4000	1.0625	7.23458	0.255529
0	4000	1	8.24938	0.521664
0	4000	0.9375	9.47928	0.83011
0	4000	0.921875	9.84057	0.922737
0	4000	0.90625	10.2075	1.01022
0	4000	0.875	10.9838	1.18663
0	4000	0.8125	12.8558	1.60759
0	4000	0.758678	14.8484	2.03134
0	4000	0.75	15.2094	2.10642
0	4000	0.707111	17.195	2.50235
0	4000	0.6875	18.234	2.7034
0	4000	0.653992	20.2225	3.07649
0	4000	0.625	22.203	3.43187
0	4000	0.609375	23.4199	3.65232
0	4000	0.59375	24.7127	3.87698
0	4000	0.5625	27.5487	4.33482
0	4000	0.53125	30.9477	4.86896
0	4000	0.5	34.988	5.47493
0	4000	0.46875	39.8445	6.16251
0	4000	0.4375	45.7534	6.95053
0	4000	0.375	62.2127	8.93231
0	4000	0.34375	73.9486	10.2004
0	4000	0.3125	89.3181	11.7207
0	4000	0.28125	110.025	13.5789
0	4000	0.25	138.991	15.9051
0	4000	0.21875	181.444	18.9013
0	4000	0.1875	247.674	22.9087
0.03125	4000	5.07937	0.290226	-2.62845
0.03125	4000	4.44351	0.379255	-2.54318
0.03125	4000	2.61219	1.01996	-1.84663
0.03125	4000	1.87302	2.10422	-1.30099
0.03125	4000	1.85714	2.14465	-1.28353
0.03125	4000	1.38327	4.15482	-0.558656
0.03125	4000	1.15996	6.12445	0.0466129
0.03125	4000	1.02265	8.05673	0.574291
0.03125	4000	0.927013	9.94752	1.05098
0.03125	4000	0.855349	11.8035	1.491
0.03125	4000	0.798989	13.6351	1.8978
0.03125	4000	0.753111	15.4309	2.27574
0.03125	4000	0.714794	17.2106	2.63686
0.03125	4000	0.682143	18.9618	2.97695
0.03125	4000	0.653875	20.6952	3.30106
0.0625	4000	5.16129	0.284511	-2.58871
0.0625	4000	4.50356	0.377069	-2.48723
0.0625	4000	2.67306	1.00704	-1.8072
0.0625	4000	1.90323	2.09481	-1.23615
0.0625	4000	1.8871	2.13464	-1.21846
0.0625	4000	1.40146	4.14827	-0.475549
0.0625	4000	1.17225	6.14256	0.144664
0.0625	4000	1.02991	8.13084	0.700037
0.0625	4000	0.935484	10.0022	1.17891
0.0625	4000	0.919355	10.38	1.27211
0.0625	4000	0.845835	12.379	1.73776
0.0625	4000	0.787231	14.3975	2.18512
0.0625	4000	0.738987	16.4325	2.61103
0.0625	4000	0.698305	18.4942	3.02213
0.0625	4000	0.663353	20.5578	3.41303
0.0625	4000	0.632871	22.6505	3.79725
0.09375	4000	5.2459	0.283847	-2.55024
0.09375	4000	4.54369	0.378663	-2.43337
0.09375	4000	2.67889	1.03703	-1.73847
0.09375	4000	1.91803	2.12308	-1.15491
0.09375	4000	1.90164	2.16455	-1.13623
0.09375	4000	1.42236	4.1224	-0.401177
0.09375	4000	1.19514	6.04524	0.213726
0.09375	4000	1.05503	7.91881	0.74741
0.09375	4000	0.957279	9.75603	1.22571
0.09375	4000	0.883936	11.5535	1.66434
0.09375	4000	0.826198	13.3271	2.07163
0.09375	4000	0.779166	15.0671	2.45207
0.09375	4000	0.739857	16.791	2.81486
0.09375	4000	0.706344	18.4937	3.15756
0.09375	4000	0.677315	20.1645	3.47874
0.125	4000	5.33333	0.284022	-2.49004
0.125	4000	4.74113	0.35444	-2.40318
0.125	4000	2.7376	1.02784	-1.69628
0.125	4000	1.95	2.11229	-1.08942
0.125	4000	1.93333	2.15128	-1.07132
0.125	4000	1.46667	3.96445	-0.367517
0.125	4000	1.45	4.06885	-0.328658
0.125	4000	1.43333	4.17432	-0.291589
0.125	4000	1.4	4.3923	-0.220907
0.125	4000	1.33333	4.88947	-0.0528051
0.125	4000	1.26667	5.467	0.130271
0.125	4000	1.2	6.1532	0.339858
0.125	4000	1.13333	6.96535	0.581628
0.125	4000	1.06667	7.9368	0.854088
0.125	4000	1	9.11521	1.17293
0.125	4000	0.95	10.1764	1.44733
0.125	4000	0.933333	10.5566	1.54112
0.125	4000	0.866667	12.3542	1.97396
0.125	4000	0.806992	14.3538	2.42903
0.125	4000	0.8	14.6141	2.48452
0.125	4000	0.752448	16.6117	2.91084
0.125	4000	0.733333	17.5237	3.09714
0.125	4000	0.696147	19.5137	3.49453
0.125	4000	0.666667	21.3381	3.84743
0.125	4000	0.638373	23.3333	4.21474
0.125	4000	0.633333	23.7409	4.29919
0.125	4000	0.616667	25.0728	4.53693
0.125	4000	0.6	26.4855	4.77162
0.125	4000	0.566667	29.7605	5.3223
0.125	4000	0.533333	33.6553	5.94338
0.125	4000	0.5	38.339	6.65011
0.125	4000	0.466667	44.0478	7.46255
0.125	4000	0.4	59.941	9.50039
0.125	4000	0.366667	71.2683	10.8033
0.125	4000	0.333333	86.1013	12.3675
0.125	4000	0.3	106.092	14.2817
0.125	4000	0.266667	134.017	16.6768
0.125	4000	0.233333	174.829	19.7539
0.125	4000	0.2	238.36	23.8724
0.15625	4000	5.42373	0.27874	-2.43465
0.15625	4000	4.79237	0.352121	-2.33427
0.15625	4000	2.77469	1.03132	-1.64611
0.15625	4000	1.98305	2.10017	-1.02277
0.15625	4000	1.9661	2.14037	-1.00407
0.15625	4000	1.45844	4.13082	-0.223065
0.15625	4000	1.22014	6.099	0.42286
0.15625	4000	1.07393	8.0313	0.991304
0.15625	4000	0.972268	9.92975	1.49442
0.15625	4000	0.89618	11.8065	1.96353
0.15625	4000	0.8364	13.6553	2.39817
0.15625	4000	0.787783	15.4755	2.80428
0.15625	4000	0.747205	17.2777	3.18787
0.15625	4000	0.712654	19.0597	3.55037
0.15625	4000	0.682756	20.8247	3.8921
0.1875	4000	5.51724	0.278787	-2.37599
0.1875	4000	5.11369	0.316956	-2.30928
0.1875	4000	2.70607	1.12966	-1.52594
0.1875	4000	2	2.12465	-0.941446
0.1875	4000	1.98276	2.16781	-0.919995
0.1875	4000	1.4793	4.1209	-0.137812
0.1875	4000	1.23218	6.13854	0.537055
0.1875	4000	1.07958	8.16089	1.13022
0.1875	4000	0.982759	9.97337	1.6288
0.1875	4000	0.965517	10.3567	1.72621
0.1875	4000	0.889009	12.3213	2.21314
0.1875	4000	0.829241	14.2668	2.66493
0.1875	4000	0.780983	16.1671	3.08788
0.1875	4000	0.741028	18.0332	3.48454
0.1875	4000	0.707284	19.8567	3.85294
0.1875	4000	0.678331	21.6449	4.20486
0.21875	4000	5.61404	0.272368	-2.31176
0.21875	4000	5.02037	0.337254	-2.2385
0.21875	4000	2.85665	1.03978	-1.53346
0.21875	4000	2.03509	2.11334	-0.872721
0.21875	4000	2.01754	2.1541	-0.853997
0.21875	4000	1.49819	4.12692	-0.0445584
0.21875	4000	1.25376	6.07528	0.618296
0.21875	4000	1.10364	7.99294	1.19159
0.21875	4000	0.999205	9.88803	1.71923
0.21875	4000	0.921019	11.7432	2.19799
0.21875	4000	0.859579	13.5811	2.63808
0.21875	4000	0.809604	15.397	3.0576
0.21875	4000	0.767891	17.1863	3.44784
0.21875	4000	0.732368	18.9572	3.81573
0.21875	4000	0.701628	20.7115	4.16795
0.25	4000	5.71429	0.265055	-2.26001
0.25	4000	5.10923	0.336076	-2.17272
0.25	4000	2.93829	1.02067	-1.5107
0.25	4000	2.07143	2.09961	-0.805368
0.25	4000	2.05357	2.14084	-0.787178
0.25	4000	1.57143	3.8284	-0.0647204
0.25	4000	1.51786	4.13253	0.0541629
0.25	4000	1.5	4.23224	0.0854881
0.25	4000	1.42857	4.70897	0.261149
0.25	4000	1.35714	5.26795	0.455893
0.25	4000	1.28571	5.92218	0.6708
0.25	4000	1.21429	6.6962	0.9202
0.25	4000	1.14286	7.62951	1.20366
0.25	4000	1.07143	8.75515	1.52474
0.25	4000	1	10.1416	1.90927
0.25	4000	0.982143	10.54	2.01335
0.25	4000	0.928571	11.8567	2.35111
0.25	4000	0.862311	13.8594	2.83892
0.25	4000	0.857143	14.0281	2.87743
0.25	4000	0.80427	16.0276	3.33167
0.25	4000	0.785714	16.816	3.51036
0.25	4000	0.744487	18.8137	3.93896
0.25	4000	0.714286	20.4838	4.27727
0.25	4000	0.682893	22.4823	4.6723
0.25	4000	0.660714	24.0848	4.99371
0.25	4000	0.642857	25.4396	5.23318
0.25	4000	0.607143	28.5899	5.79611
0.25	4000	0.571429	32.34	6.43903
0.25	4000	0.535714	36.8676	7.17012
0.25	4000	0.5	42.3693	8.00935
0.25	4000	0.428571	57.7105	10.1151
0.25	4000	0.392857	68.6427	11.4587
0.25	4000	0.357143	82.9655	13.0753
0.25	4000	0.321429	102.256	15.057
0.25	4000	0.285714	129.159	17.5328
0.25	4000	0.25	168.481	20.7181
0.25	4000	0.214286	229.416	24.9673
0.28125	4000	5.81818	0.263769	-2.18779
0.28125	4000	5.65353	0.275529	-2.16643
0.28125	4000	2.95913	1.0537	-1.46217
0.28125	4000	2.09091	2.12321	-0.716771
0.28125	4000	2.07273	2.16379	-0.696843
0.28125	4000	1.53256	4.16578	0.153171
0.28125	4000	1.27891	6.16807	0.855274
0.28125	4000	1.12343	8.14293	1.46327
0.28125	4000	1.01543	10.0911	2.01751
0.28125	4000	0.934684	12.0209	2.52187
0.28125	4000	0.871305	13.938	2.99465
0.28125	4000	0.819805	15.8184	3.43266
0.28125	4000	0.776858	17.7001	3.84885
0.28125	4000	0.740315	19.5536	4.24185
0.28125	4000	0.708715	21.4027	4.62034
0.3125	4000	5.92593	0.258092	-2.10559
0.3125	4000	5.16202	0.350116	-2.02018
0.3125	4000	3.17698	0.929712	-1.46609
0.3125	4000	2.12963	2.11197	-0.645851
0.3125	4000	2.11111	2.14962	-0.626979
0.3125	4000	1.54723	4.20969	0.266836
0.3125	4000	1.29358	6.19549	0.973186
0.3125	4000	1.13727	8.16227	1.58417
0.3125	4000	1.03704	9.93793	2.10267
0.3125	4000	1.01852	10.3257	2.20824
0.3125	4000	0.936009	12.3369	2.73137
0.3125	4000	0.869691	14.3855	3.23601
0.3125	4000	0.814624	16.4902	3.73055
0.3125	4000	0.767793	18.6459	4.20761
0.3125	4000	0.727231	20.855	4.67266
0.3125	4000	0.691594	23.1308	5.13128
0.34375	4000	6.03774	0.251342	-2.0348
0.34375	4000	5.31132	0.323902	-1.95753
0.34375	4000	3.07789	1.024	-1.32764
0.34375	4000	2.15094	2.1362	-0.557383
0.34375	4000	2.13208	2.17644	-0.538014
0.34375	4000	1.56737	4.22261	0.367019
0.34375	4000	1.30301	6.28511	1.10957
0.34375	4000	1.14139	8.3426	1.7603
0.34375	4000	1.02937	10.3858	2.34725
0.34375	4000	0.945764	12.4191	2.89272
0.34375	4000	0.880243	14.4367	3.39621
0.34375	4000	0.827074	16.4299	3.86755
0.34375	4000	0.782787	18.4194	4.31439
0.34375	4000	0.745145	20.3993	4.73895
0.34375	4000	0.712628	22.3665	5.1387
0.375	4000	6.15385	0.254272	-1.98393
0.375	4000	5.26881	0.347852	-1.87315
0.375	4000	3.15006	1.00759	-1.28014
0.375	4000	2.19231	2.12106	-0.487144
0.375	4000	2.17308	2.16011	-0.46567
0.375	4000	1.69231	3.68904	0.247859
0.375	4000	1.61538	4.08197	0.410806
0.375	4000	1.59615	4.19282	0.462792
0.375	4000	1.53846	4.53323	0.589647
0.375	4000	1.46154	5.0623	0.792413
0.375	4000	1.38462	5.69129	1.01772
0.375	4000	1.30769	6.42782	1.275
0.375	4000	1.23077	7.3195	1.56247
0.375	4000	1.15385	8.40537	1.90611
0.375	4000	1.07692	9.72469	2.29176
0.375	4000	1.05769	10.107	2.40539
0.375	4000	1.03846	10.5081	2.52077
0.375	4000	1	11.3718	2.74965
0.375	4000	0.925902	13.3716	3.27442
0.375	4000	0.923077	13.4513	3.29664
0.375	4000	0.864044	15.4492	3.78063
0.375	4000	0.846154	16.1351	3.9508
0.375	4000	0.799987	18.1277	4.41345
0.375	4000	0.769231	19.6531	4.74095
0.375	4000	0.73421	21.6411	5.15942
0.375	4000	0.711538	23.1202	5.48291
0.375	4000	0.692308	24.4214	5.72932
0.375	4000	0.653846	27.457	6.31298
0.375	4000	0.615385	31.0695	6.9763
0.375	4000	0.576923	35.4357	7.73455
0.375	4000	0.538462	40.7442	8.60108
0.375	4000	0.461538	55.5553	10.7861
0.375	4000	0.423077	66.1059	12.1833
0.375	4000	0.384615	79.9345	13.8672
0.375	4000	0.346154	98.5548	15.9239
0.375	4000	0.307692	124.486	18.4931
0.375	4000	0.269231	162.348	21.8048
0.375	4000	0.230769	220.804	26.2174
0.40625	4000	6.27451	0.24092	-1.89714
0.40625	4000	5.3329	0.34682	-1.78599
0.40625	4000	3.11147	1.06641	-1.15362
0.40625	4000	2.23529	2.10371	-0.417693
0.40625	4000	2.21569	2.14568	-0.393322
0.40625	4000	1.65315	4.01036	0.479128
0.40625	4000	1.38764	5.84366	1.18082
0.40625	4000	1.22423	7.63833	1.786
0.40625	4000	1.11035	9.39664	2.32701
0.40625	4000	1.02496	11.1283	2.81973
0.40625	4000	0.957782	12.8311	3.27829
0.40625	4000	0.903078	14.5128	3.70622
0.40625	4000	0.857375	16.1771	4.11295
0.40625	4000	0.818422	17.8089	4.49104
0.40625	4000	0.784686	19.4315	4.85754
0.4375	4000	6.4	0.24387	-1.80903
0.4375	4000	5.05696	0.394968	-1.64821
0.4375	4000	3.45894	0.880983	-1.2249
0.4375	4000	2.26	2.13254	-0.323339
0.4375	4000	2.24	2.17014	-0.298675
0.4375	4000	1.63677	4.2342	0.677967
0.4375	4000	1.3684	6.22046	1.4324
0.4375	4000	1.20299	8.17397	2.07829
0.4375	4000	1.1	9.89326	2.61314
0.4375	4000	1.08	10.2836	2.7309
0.4375	4000	0.99134	12.3079	3.28479
0.4375	4000	0.919862	14.4009	3.83511
0.4375	4000	0.860328	16.5497	4.36193
0.4375	4000	0.809552	18.7837	4.88951
0.4375	4000	0.76546	21.0779	5.3931
0.4375	4000	0.726628	23.477	5.89813
0.46875	4000	6.53061	0.232057	-1.71812
0.46875	4000	5.08598	0.400282	-1.56165
0.46875	4000	3.38818	0.9462	-1.08462
0.46875	4000	2.30612	2.11441	-0.25116
0.46875	4000	2.28571	2.15114	-0.225204
0.46875	4000	1.63054	4.41246	0.857335
0.46875	4000	1.33221	6.79663	1.75385
0.46875	4000	1.15279	9.2368	2.54622
0.46875	4000	1.02988	11.7282	3.28405
0.46875	4000	0.938973	14.2333	3.94579
0.46875	4000	0.868261	16.7536	4.57922
0.46875	4000	0.811241	19.2932	5.16787
0.46875	4000	0.764008	21.833	5.74388
0.46875	4000	0.724057	24.3976	6.27441
0.46875	4000	0.689692	26.9551	6.80406
0.5	4000	6.66667	0.243522	-1.64187
0.5	4000	5.22654	0.390721	-1.47521
0.5	4000	3.36625	0.991043	-0.951814
0.5	4000	2.33333	2.13197	-0.150383
0.5	4000	2.3125	2.17064	-0.124884
0.5	4000	1.83333	3.56161	0.586019
0.5	4000	1.75	3.92081	0.756481
0.5	4000	1.70833	4.13116	0.854007
0.5	4000	1.6875	4.24518	0.902783
0.5	4000	1.66667	4.34974	0.94366
0.5	4000	1.58333	4.86173	1.15752
0.5	4000	1.5	5.45484	1.38525
0.5	4000	1.41667	6.1603	1.65352
0.5	4000	1.33333	7.00997	1.95513
0.5	4000	1.25	8.04128	2.30108
0.5	4000	1.16667	9.30609	2.7123
0.5	4000	1.125	10.0544	2.9401
0.5	4000	1.10417	10.4581	3.05668
0.5	4000	1.08333	10.8831	3.18767
0.5	4000	1	12.8784	3.74735
0.5	4000	0.933356	14.8823	4.27311
0.5	4000	0.916667	15.45	4.42698
0.5	4000	0.864623	17.4431	4.91401
0.5	4000	0.833333	18.8251	5.24256
0.5	4000	0.793942	20.8254	5.70094
0.5	4000	0.759448	22.8224	6.14768
0.5	4000	0.75	23.4178	6.26504
0.5	4000	0.729167	24.841	6.58526
0.5	4000	0.708333	26.3318	6.86367
0.5	4000	0.666667	29.8161	7.56208
0.5	4000	0.625	34.0131	8.34497
0.5	4000	0.583333	39.1486	9.25038
0.5	4000	0.5	53.4301	11.5209
0.5	4000	0.458333	63.6192	12.9867
0.5	4000	0.416667	76.9731	14.7415
0.5	4000	0.375	94.959	16.882
0.5	4000	0.333333	119.981	19.5788
0.5	4000	0.291667	156.393	23.0454
0.5	4000	0.25	212.61	27.6604
0.53125	4000	6.80851	0.232609	-1.55254
0.53125	4000	5.77657	0.319256	-1.4399
0.53125	4000	2.38298	2.11607	-0.0899748
0.53125	4000	2.3617	2.15208	-0.0464476
0.5625	4000	6.95652	0.229934	-1.45509
0.5625	4000	5.31102	0.394157	-1.27094
0.5625	4000	3.39148	1.03665	-0.722254
0.5625	4000	2.41304	2.12419	0.0206381
0.5625	4000	2.3913	2.16638	0.064409
