#x_He	T[K]	v[A^3/atom]	p[Mbar]]	u[eV/atom]
0.9375	14000	0.956009	27.5187	12.9158
0.9375	14000	0.926453	29.2852	13.3977
0.96875	14000	3.87879	1.83981	3.36787
0.96875	14000	3.30326	2.5004	3.8164
0.96875	14000	1.61476	10.1517	7.64011
0.96875	14000	1.47303	12.1949	8.42992
0.96875	14000	1.36541	14.1839	9.17851
0.96875	14000	1.28026	16.1231	9.79397
0.96875	14000	1.21041	18.0406	10.4565
0.96875	14000	1.15124	19.9271	11.0424
0.96875	14000	1.09967	21.8353	11.5858
0.96875	14000	1.05359	23.777	12.2024
0.96875	14000	1.01155	25.8072	12.7416
0.96875	14000	0.972497	27.8901	13.3185
0.96875	14000	0.935688	30.1239	13.9291
1	14000	4	1.80323	3.4371
1	14000	3.40648	2.43968	3.88982
1	14000	1.63764	10.3257	7.89476
1	14000	1.4917	12.4431	8.72583
1	14000	1.3804	14.559	9.51956
1	14000	1.29284	16.5701	10.1995
1	14000	1.22239	18.54	10.8479
1	14000	1.16473	20.4391	11.4593
1	14000	1.11693	22.2209	11.9998
1	14000	1.07691	23.8918	12.488
1	14000	1.04312	25.4672	12.9459
1	14000	1.01442	26.9293	13.356
1	14000	0.989947	28.2814	13.7255
0	15000	2	2.825	0.323085
0	15000	1.70324	3.82287	0.642574
0	15000	1.02641	10.0309	2.31867
0	15000	0.933388	12.0369	2.78237
0	15000	0.861367	14.0373	3.2166
0	15000	0.803517	16.0419	3.63067
0	15000	0.755752	18.0468	4.02622
0	15000	0.715466	20.0362	4.39861
0	15000	0.680903	22.0352	4.7621
0	15000	0.650833	24.0223	5.10919
0	15000	0.624364	26.0092	5.44459
0	15000	0.600834	27.981	5.76487
0	15000	0.579738	29.9477	6.07522
0.03125	15000	2.03175	2.7988	0.405713
0.03125	15000	1.73028	3.77882	0.728456
0.03125	15000	1.03747	10.0259	2.44484
0.03125	15000	0.943337	12.0286	2.91202
0.03125	15000	0.870297	14.0309	3.35104
0.03125	15000	0.811587	16.0546	3.77596
0.03125	15000	0.763184	18.0623	4.1764
0.03125	15000	0.722506	20.0573	4.55547
0.03125	15000	0.687813	22.0457	4.92131
0.03125	15000	0.657868	24.001	5.26519
0.03125	15000	0.631776	25.9354	5.59813
0.03125	15000	0.60886	27.8471	5.91655
0.03125	15000	0.588598	29.6856	6.2062
0.0625	15000	2.06452	2.77513	0.491575
0.0625	15000	1.75818	3.74179	0.816244
0.0625	15000	1.04983	9.99697	2.56622
0.0625	15000	0.951835	12.0592	3.05458
0.0625	15000	0.876755	14.1157	3.51095
0.0625	15000	0.817279	16.1523	3.93908
0.0625	15000	0.768848	18.1647	4.34668
0.0625	15000	0.728473	20.1497	4.73062
0.0625	15000	0.694119	22.0971	5.08842
0.0625	15000	0.664356	24.0295	5.43411
0.0625	15000	0.638155	25.9605	5.76858
0.0625	15000	0.614758	27.8759	6.08756
0.0625	15000	0.5936	29.8154	6.40581
0.09375	15000	2.09836	2.746	0.577435
0.09375	15000	1.78701	3.71003	0.908898
0.09375	15000	1.06095	9.98912	2.69294
0.09375	15000	0.962651	12.0445	3.18852
0.09375	15000	0.887172	14.0888	3.65048
0.09375	15000	0.827244	16.1034	4.07881
0.09375	15000	0.778382	18.1033	4.48647
0.09375	15000	0.737659	20.0599	4.86499
0.09375	15000	0.703085	22.0113	5.23773
0.09375	15000	0.673254	23.9144	5.58027
0.09375	15000	0.647152	25.8002	5.91389
0.09375	15000	0.624028	27.6507	6.2234
0.09375	15000	0.603315	29.5076	6.53317
0.125	15000	2.13333	2.71569	0.660193
0.125	15000	1.81679	3.66188	0.995348
0.125	15000	1.0711	10.0181	2.83346
0.125	15000	0.973742	12.0232	3.32258
0.125	15000	0.898203	14.0469	3.78724
0.125	15000	0.837497	16.0587	4.21954
0.125	15000	0.787432	18.0838	4.64227
0.125	15000	0.745308	20.098	5.03939
0.125	15000	0.709305	22.0971	5.41954
0.125	15000	0.67813	24.0877	5.78207
0.125	15000	0.650845	26.0613	6.13359
0.125	15000	0.626748	28.0107	6.46449
0.125	15000	0.605298	29.9439	6.78576
0.15625	15000	2.16949	2.68983	0.750601
0.15625	15000	1.84758	3.62989	1.08773
0.15625	15000	1.08257	10.0303	2.9744
0.15625	15000	0.984334	12.0381	3.47142
0.15625	15000	0.908114	14.0518	3.93708
0.15625	15000	0.846963	16.059	4.37881
0.15625	15000	0.796724	18.0587	4.79641
0.15625	15000	0.75472	20.0517	5.1988
0.15625	15000	0.719137	21.9862	5.5686
0.15625	15000	0.688676	23.8951	5.92438
0.15625	15000	0.662392	25.7515	6.25838
0.15625	15000	0.639559	27.5323	6.56544
0.15625	15000	0.619629	29.2671	6.86256
0.1875	15000	2.2069	2.65801	0.837293
0.1875	15000	1.87944	3.59163	1.1872
0.1875	15000	1.09498	10.0234	3.11026
0.1875	15000	0.995643	12.0382	3.61833
0.1875	15000	0.918483	14.0475	4.08775
0.1875	15000	0.856536	16.0606	4.53502
0.1875	15000	0.80564	18.0775	4.96667
0.1875	15000	0.763109	20.0652	5.37091
0.1875	15000	0.727116	22.0159	5.75154
0.1875	15000	0.696355	23.9198	6.10883
0.1875	15000	0.669869	25.7687	6.44445
0.1875	15000	0.646928	27.5354	6.75371
0.1875	15000	0.626971	29.2541	7.05273
0.21875	15000	2.24561	2.63251	0.930588
0.21875	15000	1.91241	3.54945	1.27403
0.21875	15000	1.10763	10.0227	3.2533
0.21875	15000	1.0082	12.0112	3.7579
0.21875	15000	0.930781	14.0049	4.23611
0.21875	15000	0.868335	16.0066	4.68999
0.21875	15000	0.816749	18.0049	5.12112
0.21875	15000	0.773407	20.0056	5.53259
0.21875	15000	0.736544	21.9681	5.92127
0.21875	15000	0.704912	23.8952	6.28979
0.21875	15000	0.677588	25.7874	6.63832
0.21875	15000	0.653872	27.6078	6.96428
0.21875	15000	0.633221	29.3631	7.26769
0.25	15000	2.28571	2.60452	1.02175
0.25	15000	1.94656	3.51428	1.37175
0.25	15000	1.12143	10.017	3.39968
0.25	15000	1.01973	12.0335	3.92328
0.25	15000	0.940571	14.0462	4.41136
0.25	15000	0.876829	16.0719	4.87165
0.25	15000	0.824241	18.0926	5.3076
0.25	15000	0.780079	20.1321	5.73511
0.25	15000	0.742477	22.1376	6.14078
0.25	15000	0.71012	24.1002	6.51066
0.25	15000	0.682036	26.0583	6.88271
0.25	15000	0.657489	27.9594	7.22343
0.25	15000	0.635916	29.8163	7.55002
0.28125	15000	2.32727	2.57522	1.11416
0.28125	15000	1.98195	3.47037	1.47381
0.28125	15000	1.13395	10.0322	3.54619
0.28125	15000	1.0313	12.0411	4.07838
0.28125	15000	0.95154	14.0691	4.58031
0.28125	15000	0.887629	16.0728	5.04373
0.28125	15000	0.835376	18.0577	5.48086
0.28125	15000	0.792069	20.0064	5.88826
0.28125	15000	0.75584	21.8994	6.28016
0.28125	15000	0.725351	23.7088	6.63642
0.28125	15000	0.699602	25.4104	6.956
0.28125	15000	0.677831	27.005	7.25483
0.28125	15000	0.65944	28.4705	7.52234
0.3125	15000	2.37037	2.55048	1.21895
0.3125	15000	2.01866	3.43505	1.57508
0.3125	15000	1.14873	10.02	3.70038
0.3125	15000	1.04469	12.0346	4.23877
0.3125	15000	0.963696	14.0618	4.74753
0.3125	15000	0.898493	16.0811	5.21766
0.3125	15000	0.844793	18.1119	5.67332
0.3125	15000	0.799837	20.1163	6.10211
0.3125	15000	0.761748	22.1014	6.51033
0.3125	15000	0.729187	24.0467	6.89909
0.3125	15000	0.701165	25.9365	7.26274
0.3125	15000	0.67693	27.7417	7.59576
0.3125	15000	0.655894	29.4911	7.91144
0.34375	15000	2.41509	2.52262	1.31364
0.34375	15000	2.05674	3.40158	1.68328
0.34375	15000	1.16209	10.0476	3.86092
0.34375	15000	1.05583	12.0799	4.41287
0.34375	15000	0.974547	14.0999	4.9272
0.34375	15000	0.909957	16.0814	5.39579
0.34375	15000	0.857025	18.0634	5.85287
0.34375	15000	0.812508	20.0151	6.27745
0.34375	15000	0.774234	21.9578	6.67963
0.34375	15000	0.740696	23.9242	7.07585
0.34375	15000	0.710823	25.8918	7.46387
0.34375	15000	0.683832	27.9085	7.8443
0.34375	15000	0.659145	29.9551	8.21621
0.375	15000	2.46154	2.49182	1.40517
0.375	15000	2.0963	3.36006	1.7858
0.375	15000	1.17746	10.0521	4.02969
0.375	15000	1.0707	12.0592	4.57083
0.375	15000	0.988096	14.0715	5.09221
0.375	15000	0.921869	16.0931	5.5833
0.375	15000	0.867329	18.1125	6.05497
0.375	15000	0.821463	20.0993	6.49147
0.375	15000	0.782235	22.0914	6.91381
0.375	15000	0.748212	24.0716	7.31823
0.375	15000	0.718354	26.0311	7.70245
0.375	15000	0.691888	27.9882	8.07881
0.375	15000	0.668225	29.9378	8.43549
0.40625	15000	2.5098	2.46488	1.51271
0.40625	15000	2.1374	3.32161	1.8841
0.40625	15000	1.19362	10.037	4.1846
0.40625	15000	1.085	12.061	4.74693
0.40625	15000	1.00093	14.0976	5.28663
0.40625	15000	0.933682	16.1114	5.77591
0.40625	15000	0.878665	18.1143	6.24365
0.40625	15000	0.832912	20.089	6.6894
0.40625	15000	0.794406	22.0196	7.10513
0.40625	15000	0.761708	23.8662	7.48902
0.40625	15000	0.733755	25.6654	7.85659
0.40625	15000	0.709745	27.371	8.18745
0.40625	15000	0.689053	28.9724	8.49149
0.4375	15000	2.56	2.43711	1.62112
0.4375	15000	2.18015	3.27553	1.99048
0.4375	15000	1.20824	10.0731	4.36395
0.4375	15000	1.10043	12.0551	4.92564
0.4375	15000	1.01626	14.0595	5.4592
0.4375	15000	0.948082	16.0711	5.96176
0.4375	15000	0.891466	18.1123	6.45157
0.4375	15000	0.84363	20.1356	6.90984
0.4375	15000	0.80271	22.1684	7.35657
0.4375	15000	0.767382	24.1861	7.77689
0.4375	15000	0.736676	26.1642	8.17528
0.4375	15000	0.709854	28.1173	8.56337
0.4375	15000	0.686342	30.0013	8.9187
0.46875	15000	2.61224	2.40794	1.71694
0.46875	15000	2.22464	3.24496	2.10734
0.46875	15000	1.22448	10.0819	4.53875
0.46875	15000	1.11506	12.0773	5.1103
0.46875	15000	1.03065	14.056	5.64519
0.46875	15000	0.962816	16.0455	6.15986
0.46875	15000	0.906547	18.014	6.63439
0.46875	15000	0.858673	19.9988	7.08685
0.46875	15000	0.817094	22.0278	7.54251
0.46875	15000	0.780361	24.0697	7.98128
0.46875	15000	0.747441	26.1605	8.40863
0.46875	15000	0.717578	28.3061	8.83713
0.46875	15000	0.690208	30.5238	9.26617
0.5	15000	2.66667	2.37984	1.82628
0.5	15000	2.27099	3.20859	2.21574
0.5	15000	1.24156	10.1008	4.72116
0.5	15000	1.12996	12.1069	5.30955
0.5	15000	1.04395	14.1125	5.85673
0.5	15000	0.974971	16.1114	6.38248
0.5	15000	0.917937	18.0871	6.86113
0.5	15000	0.869642	20.0873	7.33444
0.5	15000	0.827948	22.0901	7.7842
0.5	15000	0.791375	24.108	8.22596
0.5	15000	0.758865	26.1428	8.64495
0.5	15000	0.729638	28.1982	9.0546
0.5	15000	0.703108	30.2981	9.47336
0.53125	15000	2.7234	2.35	1.93482
0.53125	15000	2.31931	3.16292	2.3323
0.53125	15000	1.2624	10.0608	4.88594
0.53125	15000	1.14842	12.0806	5.49556
0.53125	15000	1.06119	14.0646	6.04637
0.53125	15000	0.991515	16.0451	6.57027
0.53125	15000	0.933894	18.0153	7.06598
0.53125	15000	0.884853	19.9923	7.53568
0.53125	15000	0.842094	22.0097	7.99838
0.53125	15000	0.804049	24.0749	8.45568
0.53125	15000	0.769617	26.2127	8.91612
0.53125	15000	0.738004	28.4245	9.3631
0.53125	15000	0.70863	30.7618	9.82875
0.5625	15000	2.78261	2.32331	2.04002
0.5625	15000	2.36973	3.12293	2.4495
0.5625	15000	1.27948	10.103	5.08465
0.5625	15000	1.16466	12.1011	5.69409
0.5625	15000	1.07571	14.1216	6.26541
0.5625	15000	1.00417	16.1298	6.80178
0.5625	15000	0.945039	18.1373	7.31786
0.5625	15000	0.895139	20.1588	7.81208
0.5625	15000	0.852346	22.1681	8.27802
0.5625	15000	0.815167	24.1643	8.71993
0.5625	15000	0.782526	26.1724	9.15991
0.5625	15000	0.753611	28.1462	9.57248
0.5625	15000	0.727809	30.1049	9.96802
0.59375	15000	2.84444	2.29909	2.16981
0.59375	15000	2.42239	3.0802	2.55743
0.59375	15000	1.29622	10.1362	5.28509
0.59375	15000	1.18025	12.1621	5.91331
0.59375	15000	1.09124	14.1533	6.48292
0.59375	15000	1.01991	16.1402	7.02891
0.59375	15000	0.960838	18.1288	7.54402
0.59375	15000	0.9106	20.1084	8.02746
0.59375	15000	0.866964	22.1232	8.52074
0.59375	15000	0.828391	24.1779	8.98234
0.59375	15000	0.793796	26.2654	9.44253
0.59375	15000	0.762389	28.3975	9.89252
0.59375	15000	0.733582	30.5983	10.3447
0.625	15000	2.90909	2.26065	2.26828
0.625	15000	2.47744	3.04811	2.6855
0.625	15000	1.31787	10.1308	5.47383
0.625	15000	1.1999	12.1508	6.10555
0.625	15000	1.10886	14.1678	6.71429
0.625	15000	1.03574	16.175	7.26838
0.625	15000	0.975289	18.1654	7.78482
0.625	15000	0.924182	20.1642	8.28463
0.625	15000	0.880218	22.1797	8.7802
0.625	15000	0.84187	24.1996	9.2466
0.625	15000	0.808032	26.1863	9.69808
0.625	15000	0.777893	28.2043	10.1343
0.625	15000	0.75083	30.2142	10.5526
0.65625	15000	2.97674	2.23694	2.37713
0.65625	15000	2.53506	3.01017	2.8124
0.65625	15000	1.34636	10.0385	5.64156
0.65625	15000	1.22266	12.0949	6.30845
0.65625	15000	1.12794	14.149	6.91649
0.65625	15000	1.05271	16.1872	7.49862
0.65625	15000	0.99114	18.2015	8.04491
0.65625	15000	0.939488	20.1977	8.55204
0.65625	15000	0.89523	22.1883	9.03746
0.65625	15000	0.856602	24.1815	9.51029
0.65625	15000	0.822347	26.1737	9.97112
0.65625	15000	0.791544	28.1821	10.4142
0.65625	15000	0.763507	30.2502	10.8605
0.6875	15000	3.04762	2.21228	2.5253
0.6875	15000	2.59541	2.96863	2.93161
0.6875	15000	1.36545	10.0937	5.86551
0.6875	15000	1.24286	12.114	6.5288
0.6875	15000	1.14792	14.1402	7.14258
0.6875	15000	1.07161	16.1709	7.73411
0.6875	15000	1.00857	18.1957	8.27289
0.6875	15000	0.955371	20.2286	8.8193
0.6875	15000	0.909717	22.2455	9.3135
0.6875	15000	0.869988	24.2727	9.81186
0.6875	15000	0.835014	26.3031	10.2809
0.6875	15000	0.803926	28.3081	10.727
0.6875	15000	0.776062	30.324	11.1637
0.71875	15000	3.12195	2.17099	2.60909
0.71875	15000	2.65872	2.92706	3.04725
0.71875	15000	1.38895	10.0959	6.07288
0.71875	15000	1.26368	12.1512	6.76419
0.71875	15000	1.16753	14.1594	7.38356
0.71875	15000	1.09114	16.1602	7.96873
0.71875	15000	1.02886	18.1273	8.52404
0.71875	15000	0.977059	20.0548	9.0361
0.71875	15000	0.933261	21.9268	9.52499
0.71875	15000	0.895741	23.7533	9.9631
0.71875	15000	0.863241	25.5395	10.3957
0.71875	15000	0.834822	27.2544	10.7993
0.71875	15000	0.809771	28.92	11.1657
0.75	15000	3.2	2.14371	2.74955
0.75	15000	2.72519	2.8802	3.17587
0.75	15000	1.41244	10.1316	6.29447
0.75	15000	1.28648	12.1528	6.98108
0.75	15000	1.1891	14.1682	7.62358
0.75	15000	1.11092	16.1851	8.22832
0.75	15000	1.04638	18.1849	8.80229
0.75	15000	0.991955	20.1858	9.33496
0.75	15000	0.945282	22.1701	9.85423
0.75	15000	0.90471	24.1646	10.3478
0.75	15000	0.86904	26.1433	10.8412
0.75	15000	0.83739	28.097	11.285
0.75	15000	0.809078	30.0614	11.7333
0.78125	15000	3.28205	2.11307	2.85131
0.78125	15000	2.79506	2.84315	3.30749
0.78125	15000	1.43938	10.1232	6.51501
0.78125	15000	1.31158	12.135	7.21041
0.78125	15000	1.21209	14.1533	7.8592
0.78125	15000	1.13165	16.196	8.49147
0.78125	15000	1.06483	18.2557	9.08784
0.78125	15000	1.00821	20.2986	9.65595
0.78125	15000	0.95949	22.3558	10.1905
0.78125	15000	0.917064	24.4384	10.7218
0.78125	15000	0.879759	26.5032	11.2319
0.78125	15000	0.8467	28.5583	11.7124
0.78125	15000	0.817213	30.604	12.1855
0.8125	15000	3.36842	2.08267	2.98719
0.8125	15000	2.86862	2.80024	3.43568
0.8125	15000	1.46788	10.117	6.72395
0.8125	15000	1.33445	12.1832	7.46084
0.8125	15000	1.23264	14.2282	8.12037
0.8125	15000	1.152	16.259	8.76911
0.8125	15000	1.08609	18.2326	9.34603
0.8125	15000	1.03076	20.2035	9.90504
0.8125	15000	0.983195	22.1658	10.4355
0.8125	15000	0.941455	24.1265	10.9498
0.8125	15000	0.904166	26.1255	11.4531
0.8125	15000	0.870321	28.1578	11.9479
0.8125	15000	0.839184	30.2244	12.426
0.84375	15000	3.45946	2.0469	3.11927
0.84375	15000	2.94615	2.75991	3.57711
0.84375	15000	1.49141	10.1994	6.99039
0.84375	15000	1.36597	12.1072	7.67172
0.84375	15000	1.26778	14.0024	8.30772
0.84375	15000	1.18829	15.9035	8.91469
0.84375	15000	1.12278	17.7717	9.48394
0.84375	15000	1.06836	19.6137	10.0233
0.84375	15000	1.02306	21.3427	10.5103
0.84375	15000	0.985476	22.9485	10.9429
0.84375	15000	0.954519	24.4563	11.3399
0.84375	15000	0.929341	25.7794	11.6796
0.84375	15000	0.909241	26.9015	11.9718
0.875	15000	3.55556	2.01074	3.23044
0.875	15000	3.02798	2.70579	3.69525
0.875	15000	1.52494	10.1501	7.18016
0.875	15000	1.39046	12.1706	7.93121
0.875	15000	1.28643	14.1809	8.62109
0.875	15000	1.20277	16.1761	9.25805
0.875	15000	1.13351	18.1888	9.88986
0.875	15000	1.07489	20.1795	10.4628
0.875	15000	1.0244	22.195	11.0461
0.875	15000	0.980294	24.2061	11.5912
0.875	15000	0.941303	26.2149	12.1164
0.875	15000	0.906494	28.2246	12.6278
0.875	15000	0.875158	30.2387	13.1289
0.90625	15000	3.65714	1.97332	3.36248
0.90625	15000	3.1145	2.66568	3.81712
0.90625	15000	1.55786	10.1409	7.41129
0.90625	15000	1.41651	12.2266	8.18582
0.90625	15000	1.30849	14.2953	8.90725
0.90625	15000	1.2231	16.339	9.5837
0.90625	15000	1.15375	18.3229	10.2049
0.90625	15000	1.09613	20.2786	10.7852
0.90625	15000	1.04733	22.1701	11.3358
0.90625	15000	1.00532	24.0391	11.8342
0.90625	15000	0.968606	25.874	12.3578
0.90625	15000	0.936103	27.6659	12.8277
0.90625	15000	0.906991	29.446	13.2854
0.9375	15000	3.76471	1.94035	3.47976
0.9375	15000	3.2061	2.61326	3.92485
0.9375	15000	1.58405	10.2412	7.67807
0.9375	15000	1.44807	12.2235	8.41017
0.9375	15000	1.34253	14.2021	9.12563
0.9375	15000	1.25742	16.1735	9.79829
0.9375	15000	1.187	18.1152	10.3993
0.9375	15000	1.12768	20.0302	11.0218
0.9375	15000	1.07708	21.9603	11.5858
0.9375	15000	1.03351	23.8061	12.1187
0.9375	15000	0.995741	25.6339	12.6076
0.9375	15000	0.962856	27.3787	13.0536
0.9375	15000	0.934124	29.048	13.5263
0.96875	15000	3.87879	1.90149	3.53386
0.96875	15000	3.30326	2.56627	4.05923
0.96875	15000	1.62129	10.2125	7.85183
0.96875	15000	1.47806	12.2753	8.64156
0.96875	15000	1.37011	14.2457	9.36874
0.96875	15000	1.28525	16.1984	10.0366
0.96875	15000	1.2159	18.0741	10.6694
0.96875	15000	1.1572	19.9185	11.2039
0.96875	15000	1.10591	21.8087	11.8078
0.96875	15000	1.05982	23.739	12.3561
0.96875	15000	1.01741	25.7393	12.9259
0.96875	15000	0.977624	27.8531	13.5157
0.96875	15000	0.939703	30.1192	14.1208
1	15000	4	1.8562	3.61531
1	15000	3.40648	2.50538	4.07682
1	15000	1.63988	10.4461	8.09935
1	15000	1.49192	12.6085	8.94768
1	15000	1.37979	14.7234	9.71822
1	15000	1.29229	16.7823	10.4345
1	15000	1.22256	18.7435	11.08
1	15000	1.16614	20.5949	11.6674
1	15000	1.11997	22.3208	12.197
1	15000	1.0819	23.9098	12.6663
1	15000	1.05032	25.3525	13.0788
1	15000	1.02403	26.6624	13.4488
1	15000	1.00212	27.8223	13.7632
0	30000	3.21312	2.08384	2.43015
0	30000	2.40955	3.20353	2.662
0	30000	2.00648	4.25661	2.9146
0	30000	1.75109	5.28297	3.16714
0	30000	1.56964	6.32074	3.42689
0	30000	1.43195	7.34807	3.67149
0	30000	1.32298	8.38778	3.91952
0.03125	30000	3.21237	2.10941	2.52418
0.03125	30000	2.43795	3.18596	2.76023
0.03125	30000	2.02265	4.25846	3.02821
0.03125	30000	1.76346	5.29571	3.28352
0.03125	30000	1.58293	6.31359	3.53918
0.03125	30000	1.44725	7.32405	3.78851
0.03125	30000	1.33977	8.32609	4.02867
0.0625	30000	3.4279	1.94264	2.58667
0.0625	30000	2.36645	3.37569	2.90761
0.0625	30000	2.04498	4.24193	3.13041
0.0625	30000	1.83866	5.02018	3.32677
0.0625	30000	1.66874	5.87616	3.54699
0.0625	30000	1.52276	6.83151	3.79142
0.0625	30000	1.39745	7.87891	4.05253
0.09375	30000	3.464	1.93727	2.68059
0.09375	30000	2.42364	3.29462	2.99133
0.09375	30000	2.06556	4.23464	3.24407
0.09375	30000	1.84184	5.0768	3.45987
0.09375	30000	1.66746	5.9704	3.69625
0.09375	30000	1.52282	6.93158	3.94266
0.09375	30000	1.40085	7.96987	4.20653
0.125	30000	3.4527	1.96787	2.78345
0.125	30000	2.48468	3.21871	3.08588
0.125	30000	2.05537	4.32121	3.37573
0.125	30000	1.80045	5.3469	3.65372
0.125	30000	1.62321	6.33665	3.91781
0.125	30000	1.48832	7.31404	4.17354
0.125	30000	1.37993	8.30161	4.42266
0.15625	30000	3.40959	2.02819	2.88883
0.15625	30000	2.52556	3.17617	3.17817
0.15625	30000	2.08259	4.29464	3.48725
0.15625	30000	1.81664	5.34493	3.77697
0.15625	30000	1.63429	6.35476	4.0501
0.15625	30000	1.49734	7.35177	4.31397
0.15625	30000	1.38809	8.34823	4.57121
0.1875	30000	3.4776	1.99509	2.9829
0.1875	30000	2.5329	3.20657	3.30258
0.1875	30000	2.08214	4.35924	3.62769
0.1875	30000	1.81981	5.40953	3.91938
0.1875	30000	1.64242	6.39702	4.18974
0.1875	30000	1.50931	7.37172	4.46101
0.1875	30000	1.40241	8.34334	4.71529
0.21875	30000	3.42384	2.06523	3.09943
0.21875	30000	2.64163	3.04981	3.37046
0.21875	30000	2.14658	4.2105	3.70271
0.21875	30000	1.90219	5.12194	3.97507
0.21875	30000	1.84775	5.36494	4.04142
0.21875	30000	1.65233	6.44676	4.34755
0.21875	30000	1.51298	7.46565	4.62442
0.21875	30000	1.40606	8.44502	4.88432
0.25	30000	3.66171	1.89792	3.1695
0.25	30000	2.61327	3.14393	3.51588
0.25	30000	2.13205	4.32964	3.8731
0.25	30000	1.85784	5.40091	4.18501
0.25	30000	1.67531	6.4107	4.48402
0.25	30000	1.53995	7.37376	4.74854
0.25	30000	1.43207	8.32801	5.00227
0.28125	30000	3.55956	2.00404	3.30047
0.28125	30000	2.60195	3.21234	3.65841
0.28125	30000	2.12416	4.41732	4.02058
0.28125	30000	1.67548	6.51484	4.65004
0.28125	30000	1.54353	7.47339	4.92265
0.28125	30000	1.43735	8.42352	5.18606
0.3125	30000	4.67285	1.37487	3.25024
0.3125	30000	3.64054	1.96551	3.40762
0.3125	30000	2.67431	3.12849	3.75794
0.3125	30000	2.17861	4.31688	4.13382
0.3125	30000	1.89183	5.43006	4.47829
0.3125	30000	1.70285	6.45477	4.78276
0.3125	30000	1.56448	7.43705	5.07001
0.3125	30000	1.45513	8.40825	5.34261
0.34375	30000	3.76219	1.90285	3.50003
0.34375	30000	2.6466	3.22679	3.90959
0.34375	30000	2.2403	4.19936	4.23055
0.34375	30000	1.98025	5.12186	4.52354
0.34375	30000	1.7805	6.10623	4.82891
0.34375	30000	1.61934	7.14557	5.13231
0.34375	30000	1.48735	8.25087	5.45673
0.375	30000	3.82621	1.87378	3.5916
0.375	30000	2.67729	3.21507	4.03503
0.375	30000	2.20783	4.3705	4.42573
0.375	30000	1.93519	5.41705	4.76708
0.375	30000	1.74568	6.4217	5.08024
0.375	30000	1.60084	7.43465	5.39157
0.375	30000	1.48413	8.4547	5.68743
0.40625	30000	5.08829	1.27186	3.55018
0.40625	30000	3.76931	1.95003	3.75061
0.40625	30000	2.80371	3.04592	4.11632
0.40625	30000	2.29724	4.17469	4.5084
0.40625	30000	1.99269	5.25663	4.86239
0.40625	30000	1.78537	6.30104	5.20155
0.40625	30000	1.63078	7.33682	5.51762
0.40625	30000	1.50809	8.38606	5.83568
0.4375	30000	3.90282	1.87735	3.82869
0.4375	30000	2.9248	2.90125	4.19271
0.4375	30000	2.31974	4.18194	4.65203
0.4375	30000	1.96705	5.47215	5.09148
0.4375	30000	1.94942	5.54906	5.11293
0.4375	30000	1.74589	6.67752	5.49117
0.4375	30000	1.59461	7.78594	5.83353
0.4375	30000	1.48244	8.80762	6.13711
0.46875	30000	4.00706	1.83333	3.93649
0.46875	30000	2.82673	3.10582	4.40487
0.46875	30000	2.30802	4.29701	4.84851
0.46875	30000	1.99638	5.44431	5.23992
0.46875	30000	1.78206	6.58095	5.62618
0.46875	30000	1.62399	7.70111	5.98038
0.46875	30000	1.5022	8.7976	6.31777
0.5	30000	3.9815	1.87923	4.07622
0.5	30000	2.91627	3.01563	4.51523
0.5	30000	2.38367	4.15733	4.95146
0.5	30000	2.05168	5.3069	5.35887
0.5	30000	1.82183	6.47556	5.76802
0.5	30000	1.65251	7.63604	6.1416
0.5	30000	1.52242	8.78369	6.49834
0.53125	30000	4.0076	1.89205	4.20998
0.53125	30000	2.93849	3.03818	4.66833
0.53125	30000	2.46547	4.01415	5.04884
0.53125	30000	2.1466	5.0301	5.42732
0.53125	30000	1.90764	6.1143	5.80769
0.53125	30000	1.72303	7.26569	6.20057
0.53125	30000	1.57836	8.43806	6.57799
0.5625	30000	5.88311	1.11339	4.05224
0.5625	30000	3.96698	1.95292	4.37022
0.5625	30000	2.94954	3.0716	4.822
0.5625	30000	2.40457	4.26465	5.30689
0.5625	30000	2.07178	5.45208	5.75906
0.5625	30000	1.84695	6.60919	6.1745
0.5625	30000	1.6832	7.73526	6.54805
0.5625	30000	1.5571	8.85009	6.91504
0.59375	30000	6.5936	0.967608	4.12446
0.59375	30000	4.06302	1.91611	4.48429
0.59375	30000	3.10833	2.88817	4.90488
0.59375	30000	2.53704	3.98482	5.34968
0.59375	30000	2.1574	5.20782	5.84582
